,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Price_bucket
161726,512295,M,Manual,144,2010-06-14 15:11:00,1.25,15311.0,United Kingdom,180.0,"(1.209, 1.284]"
164090,512570,M,Manual,1,2010-06-16 14:47:00,10.0,14075.0,United Kingdom,10.0,"(9.966, 10.042]"
164573,512659,M,Manual,1,2010-06-17 11:26:00,5.0,17884.0,United Kingdom,5.0,"(4.984, 5.059]"
165309,512751,M,Manual,25,2010-06-17 15:08:00,0.42,17953.0,United Kingdom,10.5,"(0.378, 0.454]"
165814,512804,M,Manual,1,2010-06-18 11:16:00,241.38,16943.0,United Kingdom,241.38,"(241.36, 241.436]"
165815,512806,M,Manual,34,2010-06-18 11:21:00,0.21,15483.0,United Kingdom,7.14,"(0.152, 0.227]"
167474,513048,M,Manual,1,2010-06-21 13:04:00,0.85,16391.0,United Kingdom,0.85,"(0.831, 0.907]"
168974,513263,M,Manual,28,2010-06-23 11:34:00,0.21,14725.0,United Kingdom,5.88,"(0.152, 0.227]"
170078,513461,M,Manual,12,2010-06-24 15:50:00,1.25,15043.0,United Kingdom,15.0,"(1.209, 1.284]"
172541,513750,M,Manual,4,2010-06-28 12:38:00,2.55,17019.0,United Kingdom,10.2,"(2.492, 2.568]"
174153,513972,M,Manual,1,2010-06-29 16:13:00,4.25,15532.0,United Kingdom,4.25,"(4.229, 4.304]"
176203,514324,M,Manual,2,2010-07-01 14:13:00,0.85,16011.0,United Kingdom,1.7,"(0.831, 0.907]"
176260,514329,M,Manual,4,2010-07-01 14:27:00,20.3,13503.0,United Kingdom,81.2,"(20.234, 20.309]"
176646,514355,M,Manual,6,2010-07-01 16:48:00,2.55,17589.0,United Kingdom,15.299999999999999,"(2.492, 2.568]"
177591,514487,M,Manual,1,2010-07-02 14:46:00,6.75,18002.0,United Kingdom,6.75,"(6.72, 6.796]"
177601,514488,M,Manual,2,2010-07-02 15:09:00,0.55,17988.0,United Kingdom,1.1,"(0.529, 0.605]"
177602,514491,M,Manual,5,2010-07-02 15:17:00,0.55,17988.0,United Kingdom,2.75,"(0.529, 0.605]"
183568,515346,M,Manual,1,2010-07-12 10:24:00,10.0,14608.0,United Kingdom,10.0,"(9.966, 10.042]"
185573,515762,M,Manual,1,2010-07-14 13:48:00,15.0,14606.0,United Kingdom,15.0,"(14.949, 15.025]"
185662,515768,M,Manual,1,2010-07-14 14:30:00,7.95,18096.0,United Kingdom,7.95,"(7.928, 8.004]"
188326,516158,M,Manual,8,2010-07-18 11:49:00,1.0,16950.0,United Kingdom,8.0,"(0.982, 1.058]"
188565,516168,M,Manual,1,2010-07-18 13:22:00,21.95,15547.0,United Kingdom,21.95,"(21.895, 21.97]"
190036,516342,M,Manual,2,2010-07-20 09:42:00,1.0,17994.0,United Kingdom,2.0,"(0.982, 1.058]"
190838,516478,M,Manual,10,2010-07-20 17:20:00,0.55,17576.0,United Kingdom,5.5,"(0.529, 0.605]"
192199,516741,M,Manual,1,2010-07-22 14:20:00,7.95,17918.0,United Kingdom,7.95,"(7.928, 8.004]"
193606,516909,M,Manual,1,2010-07-25 11:02:00,95.0,12748.0,United Kingdom,95.0,"(94.974, 95.05]"
194594,516957,M,Manual,1,2010-07-25 15:52:00,1.25,13148.0,United Kingdom,1.25,"(1.209, 1.284]"
194669,516959,M,Manual,3,2010-07-25 16:06:00,0.38,13451.0,United Kingdom,1.1400000000000001,"(0.378, 0.454]"
198267,517513,M,Manual,1,2010-07-29 13:28:00,4.25,15023.0,United Kingdom,4.25,"(4.229, 4.304]"
199157,517625,M,Manual,1,2010-07-30 11:59:00,2.55,16391.0,United Kingdom,2.55,"(2.492, 2.568]"
199545,517709,M,Manual,1,2010-08-01 11:02:00,50.0,12748.0,United Kingdom,50.0,"(49.979, 50.055]"
199622,517713,M,Manual,1,2010-08-01 11:18:00,95.0,12748.0,United Kingdom,95.0,"(94.974, 95.05]"
199909,517724,M,Manual,1,2010-08-01 13:07:00,21.95,15547.0,United Kingdom,21.95,"(21.895, 21.97]"
200309,517743,M,Manual,1,2010-08-01 15:51:00,3.5,17984.0,United Kingdom,3.5,"(3.474, 3.549]"
200382,517744,M,Manual,24,2010-08-01 15:55:00,1.45,15640.0,United Kingdom,34.8,"(1.435, 1.511]"
201260,517869,M,Manual,5,2010-08-02 15:13:00,1.45,17848.0,United Kingdom,7.25,"(1.435, 1.511]"
201617,517934,M,Manual,1,2010-08-03 10:52:00,800.0,12748.0,United Kingdom,800.0,"(799.951, 800.027]"
201872,517964,M,Manual,2,2010-08-03 12:51:00,7.95,17298.0,United Kingdom,15.9,"(7.928, 8.004]"
207853,518777,M,Manual,1,2010-08-11 15:56:00,800.0,12748.0,United Kingdom,800.0,"(799.951, 800.027]"
208776,518942,M,Manual,1,2010-08-12 14:48:00,150.0,12748.0,United Kingdom,150.0,"(149.935, 150.011]"
210054,519192,M,Manual,1,2010-08-13 16:58:00,7.95,14525.0,United Kingdom,7.95,"(7.928, 8.004]"
210241,519204,M,Manual,1,2010-08-15 10:55:00,95.0,16326.0,United Kingdom,95.0,"(94.974, 95.05]"
210261,519207,M,Manual,1,2010-08-15 11:06:00,95.0,12748.0,United Kingdom,95.0,"(94.974, 95.05]"
212403,519520,M,Manual,1,2010-08-18 10:03:00,1.45,15061.0,United Kingdom,1.45,"(1.435, 1.511]"
214136,519692,M,Manual,2,2010-08-19 13:48:00,7.95,17222.0,United Kingdom,15.9,"(7.928, 8.004]"
214997,519804,M,Manual,6,2010-08-20 12:31:00,0.42,16332.0,United Kingdom,2.52,"(0.378, 0.454]"
219641,520390,M,Manual,1,2010-08-25 15:31:00,0.42,18196.0,United Kingdom,0.42,"(0.378, 0.454]"
220086,520485,M,Manual,1,2010-08-26 11:54:00,10.0,14866.0,United Kingdom,10.0,"(9.966, 10.042]"
221753,520700,M,Manual,1,2010-08-29 11:31:00,2.1,15976.0,United Kingdom,2.1,"(2.039, 2.115]"
222055,520715,M,Manual,3,2010-08-29 13:58:00,6.75,16510.0,United Kingdom,20.25,"(6.72, 6.796]"
223987,521129,M,Manual,2,2010-09-02 12:36:00,0.85,16746.0,United Kingdom,1.7,"(0.831, 0.907]"
224419,521175,M,Manual,1,2010-09-02 15:50:00,7.95,15901.0,United Kingdom,7.95,"(7.928, 8.004]"
225581,521369,M,Manual,2,2010-09-05 11:14:00,7.95,16085.0,United Kingdom,15.9,"(7.928, 8.004]"
227354,521649,M,Manual,1,2010-09-07 13:28:00,3.75,14968.0,United Kingdom,3.75,"(3.7, 3.776]"
227445,521656,M,Manual,1,2010-09-07 14:04:00,1.45,16221.0,United Kingdom,1.45,"(1.435, 1.511]"
229599,521974,M,Manual,1,2010-09-09 19:56:00,3.95,15861.0,United Kingdom,3.95,"(3.927, 4.002]"
230168,522049,M,Manual,20,2010-09-10 14:31:00,2.1,16928.0,United Kingdom,42.0,"(2.039, 2.115]"
231187,522102,M,Manual,5,2010-09-12 14:05:00,1.65,13148.0,United Kingdom,8.25,"(1.586, 1.662]"
232817,522327,M,Manual,2,2010-09-13 16:15:00,7.95,18069.0,United Kingdom,15.9,"(7.928, 8.004]"
233474,522437,M,Manual,1,2010-09-14 13:56:00,4.25,17346.0,United Kingdom,4.25,"(4.229, 4.304]"
233498,522440,M,Manual,1,2010-09-14 14:16:00,9.9,15901.0,United Kingdom,9.9,"(9.891, 9.966]"
234397,522594,M,Manual,2,2010-09-15 13:21:00,0.21,16005.0,United Kingdom,0.42,"(0.152, 0.227]"
235104,522711,M,Manual,5,2010-09-16 11:40:00,0.16,17348.0,United Kingdom,0.8,"(0.152, 0.227]"
236591,522907,M,Manual,18,2010-09-17 13:08:00,0.21,15514.0,United Kingdom,3.78,"(0.152, 0.227]"
237479,522967,M,Manual,1,2010-09-19 13:02:00,15.0,18257.0,United Kingdom,15.0,"(14.949, 15.025]"
239989,523176,M,Manual,1,2010-09-20 16:18:00,229.46,17284.0,United Kingdom,229.46,"(229.432, 229.507]"
240011,523182,M,Manual,1,2010-09-20 16:30:00,68.44,14906.0,United Kingdom,68.44,"(68.4, 68.475]"
240752,523312,M,Manual,2,2010-09-21 13:16:00,0.21,15041.0,United Kingdom,0.42,"(0.152, 0.227]"
240898,523320,M,Manual,4,2010-09-21 13:39:00,2.1,14169.0,United Kingdom,8.4,"(2.039, 2.115]"
242398,523524,M,Manual,67,2010-09-22 13:07:00,1.5,14570.0,United Kingdom,100.5,"(1.435, 1.511]"
243436,523646,M,Manual,6,2010-09-23 12:25:00,1.45,16383.0,United Kingdom,8.7,"(1.435, 1.511]"
243847,523659,M,Manual,28,2010-09-23 13:54:00,0.42,18096.0,United Kingdom,11.76,"(0.378, 0.454]"
244813,523792,M,Manual,1,2010-09-24 11:34:00,1.0,14994.0,United Kingdom,1.0,"(0.982, 1.058]"
245331,523872,M,Manual,1,2010-09-24 13:00:00,84.15,15044.0,United Kingdom,84.15,"(84.103, 84.178]"
245354,523877,M,Manual,1,2010-09-24 13:08:00,98.88,15044.0,United Kingdom,98.88,"(98.825, 98.9]"
245355,523878,M,Manual,1,2010-09-24 13:09:00,71.61,15044.0,United Kingdom,71.61,"(71.571, 71.646]"
248298,524156,M,Manual,1,2010-09-27 16:01:00,445.05,14328.0,United Kingdom,445.05,"(445.047, 445.123]"
248299,524159,M,Manual,1,2010-09-27 16:12:00,10468.8,14063.0,United Kingdom,10468.8,"(10468.736, 10468.812]"
248329,524162,M,Manual,1,2010-09-27 16:18:00,2769.9,14063.0,United Kingdom,2769.9,"(2769.856, 2769.931]"
248373,524167,M,Manual,1,2010-09-27 16:24:00,359.71,13448.0,United Kingdom,359.71,"(359.662, 359.737]"
248374,524171,M,Manual,1,2010-09-27 16:29:00,208.63,13290.0,United Kingdom,208.63,"(208.595, 208.671]"
248431,524175,M,Manual,1,2010-09-27 16:32:00,1343.44,14802.0,United Kingdom,1343.44,"(1343.368, 1343.444]"
248432,524176,M,Manual,1,2010-09-27 16:34:00,159.54,14802.0,United Kingdom,159.54,"(159.523, 159.599]"
254391,524982,M,Manual,2,2010-10-01 15:28:00,0.19,12926.0,United Kingdom,0.38,"(0.152, 0.227]"
258271,525329,M,Manual,2,2010-10-05 11:23:00,2.55,17019.0,United Kingdom,5.1,"(2.492, 2.568]"
259531,525457,M,Manual,1,2010-10-05 14:30:00,20.0,18065.0,United Kingdom,20.0,"(19.932, 20.007]"
261007,525721,M,Manual,1,2010-10-06 15:00:00,15.0,15973.0,United Kingdom,15.0,"(14.949, 15.025]"
261721,525833,M,Manual,1,2010-10-07 12:01:00,19.5,16928.0,United Kingdom,19.5,"(19.479, 19.554]"
262913,525905,M,Manual,1,2010-10-07 16:07:00,311.99,13776.0,United Kingdom,311.99,"(311.948, 312.024]"
262930,525909,M,Manual,1,2010-10-07 16:11:00,311.99,13776.0,United Kingdom,311.99,"(311.948, 312.024]"
270419,526758,M,Manual,1,2010-10-13 10:43:00,2.95,14534.0,United Kingdom,2.95,"(2.945, 3.021]"
274172,527257,M,Manual,1,2010-10-15 12:39:00,1108.44,15202.0,United Kingdom,1108.44,"(1108.426, 1108.502]"
274173,527258,M,Manual,1,2010-10-15 12:40:00,2667.88,15202.0,United Kingdom,2667.88,"(2667.861, 2667.937]"
274326,527271,M,Manual,1,2010-10-15 13:05:00,2225.17,15202.0,United Kingdom,2225.17,"(2225.156, 2225.231]"
274515,527285,M,Manual,3,2010-10-15 13:47:00,2.95,17822.0,United Kingdom,8.850000000000001,"(2.945, 3.021]"
274832,527328,M,Manual,6,2010-10-15 15:06:00,1.25,12748.0,United Kingdom,7.5,"(1.209, 1.284]"
274958,527345,M,Manual,1,2010-10-15 15:46:00,0.85,13666.0,United Kingdom,0.85,"(0.831, 0.907]"
275740,527380,M,Manual,2,2010-10-17 12:52:00,1.25,14953.0,United Kingdom,2.5,"(1.209, 1.284]"
276245,527392,M,Manual,1,2010-10-17 13:28:00,3.75,14044.0,United Kingdom,3.75,"(3.7, 3.776]"
277993,527467,M,Manual,1,2010-10-18 11:03:00,4.65,15921.0,United Kingdom,4.65,"(4.606, 4.682]"
278015,527467,M,Manual,1,2010-10-18 11:03:00,5.0,15921.0,United Kingdom,5.0,"(4.984, 5.059]"
278350,527492,M,Manual,1,2010-10-18 11:57:00,0.85,16395.0,United Kingdom,0.85,"(0.831, 0.907]"
278740,527513,M,Manual,1,2010-10-18 12:57:00,5.95,16441.0,United Kingdom,5.95,"(5.89, 5.965]"
278949,527655,M,Manual,6,2010-10-18 14:07:00,0.85,13387.0,United Kingdom,5.1,"(0.831, 0.907]"
279223,527751,M,Manual,2,2010-10-18 16:38:00,1.45,17848.0,United Kingdom,2.9,"(1.435, 1.511]"
280157,527896,M,Manual,1,2010-10-19 12:32:00,3.95,15581.0,United Kingdom,3.95,"(3.927, 4.002]"
280158,527896,M,Manual,1,2010-10-19 12:32:00,12.95,15581.0,United Kingdom,12.95,"(12.911, 12.986]"
283431,528179,M,Manual,3,2010-10-21 10:49:00,0.85,14227.0,United Kingdom,2.55,"(0.831, 0.907]"
285025,528445,M,Manual,3,2010-10-22 11:00:00,0.19,12748.0,United Kingdom,0.5700000000000001,"(0.152, 0.227]"
285146,528470,M,Manual,1,2010-10-22 11:40:00,1.25,16392.0,United Kingdom,1.25,"(1.209, 1.284]"
285253,528477,M,Manual,3,2010-10-22 12:02:00,0.21,18022.0,United Kingdom,0.63,"(0.152, 0.227]"
286211,528621,M,Manual,3,2010-10-24 10:41:00,3.75,14800.0,United Kingdom,11.25,"(3.7, 3.776]"
287501,528735,M,Manual,1,2010-10-24 13:57:00,5.45,13240.0,United Kingdom,5.45,"(5.437, 5.512]"
288305,528766,M,Manual,10,2010-10-24 16:13:00,0.42,13564.0,United Kingdom,4.2,"(0.378, 0.454]"
288628,528868,M,Manual,8,2010-10-25 11:33:00,1.5,15976.0,United Kingdom,12.0,"(1.435, 1.511]"
291937,529316,M,Manual,1,2010-10-27 13:34:00,15.0,16430.0,United Kingdom,15.0,"(14.949, 15.025]"
292169,529326,M,Manual,1,2010-10-27 14:14:00,2.55,13547.0,United Kingdom,2.55,"(2.492, 2.568]"
297361,530008,M,Manual,1,2010-11-01 09:33:00,92.03,13050.0,United Kingdom,92.03,"(91.955, 92.03]"
298232,530089,M,Manual,2,2010-11-01 13:41:00,2.95,16916.0,United Kingdom,5.9,"(2.945, 3.021]"
298344,530115,M,Manual,2,2010-11-01 14:22:00,0.5,17190.0,United Kingdom,1.0,"(0.454, 0.529]"
298345,530115,M,Manual,2,2010-11-01 14:22:00,0.42,17190.0,United Kingdom,0.84,"(0.378, 0.454]"
300083,530372,M,Manual,1,2010-11-02 16:20:00,1.25,17276.0,United Kingdom,1.25,"(1.209, 1.284]"
300728,530437,M,Manual,1,2010-11-03 11:13:00,0.21,15915.0,United Kingdom,0.21,"(0.152, 0.227]"
301594,530589,M,Manual,6,2010-11-03 14:55:00,1.25,17126.0,United Kingdom,7.5,"(1.209, 1.284]"
306053,531252,M,Manual,1,2010-11-07 11:11:00,12.75,16206.0,United Kingdom,12.75,"(12.684, 12.76]"
306357,531271,M,Manual,2,2010-11-07 11:52:00,0.85,16401.0,United Kingdom,1.7,"(0.831, 0.907]"
306896,531344,M,Manual,4,2010-11-07 13:10:00,0.5,17218.0,United Kingdom,2.0,"(0.454, 0.529]"
308010,531378,M,Manual,1,2010-11-07 15:58:00,50.05,13564.0,United Kingdom,50.05,"(49.979, 50.055]"
308012,531378,M,Manual,8,2010-11-07 15:58:00,0.42,13564.0,United Kingdom,3.36,"(0.378, 0.454]"
309842,531543,M,Manual,1,2010-11-08 17:34:00,2.0,13691.0,United Kingdom,2.0,"(1.964, 2.039]"
313434,532034,M,Manual,1,2010-11-10 13:31:00,2.0,15001.0,United Kingdom,2.0,"(1.964, 2.039]"
315380,532233,M,Manual,2,2010-11-11 12:40:00,0.49,13719.0,United Kingdom,0.98,"(0.454, 0.529]"
324183,533140,M,Manual,5,2010-11-16 13:04:00,0.55,15968.0,United Kingdom,2.75,"(0.529, 0.605]"
324972,533301,M,Manual,48,2010-11-16 16:46:00,1.95,15811.0,United Kingdom,93.6,"(1.888, 1.964]"
327391,533551,M,Manual,1,2010-11-17 17:08:00,0.85,17576.0,United Kingdom,0.85,"(0.831, 0.907]"
327856,533580,M,Manual,1,2010-11-18 11:28:00,0.5,17238.0,United Kingdom,0.5,"(0.454, 0.529]"
328113,533594,M,Manual,3,2010-11-18 12:14:00,0.42,17776.0,United Kingdom,1.26,"(0.378, 0.454]"
330152,533957,M,Manual,1,2010-11-19 12:51:00,1.25,16885.0,United Kingdom,1.25,"(1.209, 1.284]"
332216,534164,M,Manual,5,2010-11-21 13:13:00,0.1,16241.0,United Kingdom,0.5,"(0.0765, 0.152]"
332249,534164,M,Manual,3,2010-11-21 13:13:00,0.85,16241.0,United Kingdom,2.55,"(0.831, 0.907]"
333196,534188,M,Manual,24,2010-11-21 14:13:00,0.3,17085.0,United Kingdom,7.199999999999999,"(0.227, 0.303]"
333895,534216,M,Manual,1,2010-11-21 16:08:00,1.5,14606.0,United Kingdom,1.5,"(1.435, 1.511]"
335008,534388,M,Manual,1,2010-11-22 12:59:00,2.95,14994.0,United Kingdom,2.95,"(2.945, 3.021]"
336089,534499,M,Manual,1,2010-11-23 11:12:00,0.85,17372.0,United Kingdom,0.85,"(0.831, 0.907]"
336136,534500,M,Manual,144,2010-11-23 11:13:00,0.42,17290.0,United Kingdom,60.48,"(0.378, 0.454]"
336489,534515,M,Manual,1,2010-11-23 11:56:00,100.0,17570.0,United Kingdom,100.0,"(99.957, 100.033]"
338963,534812,M,Manual,6,2010-11-24 12:43:00,1.25,14458.0,United Kingdom,7.5,"(1.209, 1.284]"
338967,534812,M,Manual,2,2010-11-24 12:43:00,0.65,14458.0,United Kingdom,1.3,"(0.605, 0.68]"
339771,534870,M,Manual,1,2010-11-24 14:29:00,0.42,17601.0,United Kingdom,0.42,"(0.378, 0.454]"
340652,535102,M,Manual,60,2010-11-25 11:00:00,0.21,17996.0,United Kingdom,12.6,"(0.152, 0.227]"
344730,535645,M,Manual,1,2010-11-28 10:41:00,2.5,15860.0,United Kingdom,2.5,"(2.492, 2.568]"
345172,535665,M,Manual,6,2010-11-28 11:49:00,0.2,17085.0,United Kingdom,1.2000000000000002,"(0.152, 0.227]"
346312,535799,M,Manual,6,2010-11-28 14:49:00,32.0,16720.0,United Kingdom,192.0,"(31.936, 32.011]"
346738,535810,M,Manual,1,2010-11-28 15:14:00,0.42,16893.0,United Kingdom,0.42,"(0.378, 0.454]"
347736,535961,M,Manual,1,2010-11-29 12:36:00,0.85,18034.0,United Kingdom,0.85,"(0.831, 0.907]"
348214,535996,M,Manual,2,2010-11-29 13:53:00,0.65,17912.0,United Kingdom,1.3,"(0.605, 0.68]"
348218,535996,M,Manual,3,2010-11-29 13:53:00,0.55,17912.0,United Kingdom,1.6500000000000001,"(0.529, 0.605]"
349885,536162,M,Manual,8,2010-11-30 12:07:00,1.45,15939.0,United Kingdom,11.6,"(1.435, 1.511]"
349886,536162,M,Manual,7,2010-11-30 12:07:00,1.45,15939.0,United Kingdom,10.15,"(1.435, 1.511]"
349905,536162,M,Manual,9,2010-11-30 12:07:00,1.25,15939.0,United Kingdom,11.25,"(1.209, 1.284]"
349906,536162,M,Manual,2,2010-11-30 12:07:00,1.25,15939.0,United Kingdom,2.5,"(1.209, 1.284]"
349923,536162,M,Manual,4,2010-11-30 12:07:00,0.72,15939.0,United Kingdom,2.88,"(0.68, 0.756]"
349924,536162,M,Manual,1,2010-11-30 12:07:00,0.72,15939.0,United Kingdom,0.72,"(0.68, 0.756]"
349927,536162,M,Manual,1,2010-11-30 12:07:00,1.45,15939.0,United Kingdom,1.45,"(1.435, 1.511]"
350540,536226,M,Manual,1,2010-11-30 14:07:00,0.85,14605.0,United Kingdom,0.85,"(0.831, 0.907]"
350908,536272,M,Manual,31,2010-11-30 16:01:00,0.21,15867.0,United Kingdom,6.51,"(0.152, 0.227]"
352673,536569,M,Manual,1,2010-12-01 15:35:00,1.25,16274.0,United Kingdom,1.25,"(1.209, 1.284]"
352684,536569,M,Manual,1,2010-12-01 15:35:00,18.95,16274.0,United Kingdom,18.95,"(18.875, 18.95]"
355411,536981,M,Manual,2,2010-12-03 14:26:00,0.85,14723.0,United Kingdom,1.7,"(0.831, 0.907]"
356268,537077,M,Manual,12,2010-12-05 11:59:00,0.42,17062.0,United Kingdom,5.04,"(0.378, 0.454]"
356771,537137,M,Manual,36,2010-12-05 12:43:00,0.85,16327.0,United Kingdom,30.599999999999998,"(0.831, 0.907]"
356828,537140,M,Manual,1,2010-12-05 12:53:00,0.42,12748.0,United Kingdom,0.42,"(0.378, 0.454]"
356829,537140,M,Manual,1,2010-12-05 12:53:00,0.85,12748.0,United Kingdom,0.85,"(0.831, 0.907]"
357499,537199,M,Manual,1,2010-12-05 14:06:00,0.65,15894.0,United Kingdom,0.65,"(0.605, 0.68]"
357666,537208,M,Manual,4,2010-12-05 15:12:00,0.85,15889.0,United Kingdom,3.4,"(0.831, 0.907]"
358131,537225,M,Manual,1,2010-12-05 16:41:00,1.0,12748.0,United Kingdom,1.0,"(0.982, 1.058]"
359156,537377,M,Manual,12,2010-12-06 13:01:00,0.19,15882.0,United Kingdom,2.2800000000000002,"(0.152, 0.227]"
359371,537392,M,Manual,5,2010-12-06 13:58:00,1.25,17068.0,United Kingdom,6.25,"(1.209, 1.284]"
359483,537396,M,Manual,1,2010-12-06 14:08:00,35.0,17223.0,United Kingdom,35.0,"(34.955, 35.031]"
359941,537435,M,Manual,2,2010-12-06 16:58:00,5.95,17920.0,United Kingdom,11.9,"(5.89, 5.965]"
362051,537800,M,Manual,12,2010-12-08 13:08:00,0.19,12748.0,United Kingdom,2.2800000000000002,"(0.152, 0.227]"
362099,537804,M,Manual,12,2010-12-08 13:17:00,2.95,12748.0,United Kingdom,35.400000000000006,"(2.945, 3.021]"
362101,537804,M,Manual,12,2010-12-08 13:17:00,0.19,12748.0,United Kingdom,2.2800000000000002,"(0.152, 0.227]"
363923,538147,M,Manual,1,2010-12-09 16:11:00,15.0,13090.0,United Kingdom,15.0,"(14.949, 15.025]"
